Min,Location,LOC_NUM_SOUND,Phase_Num,Bin_Num,num_birds
32,BLSLO,6,2,3,0
33,BLSLO,6,2,3,0
34,BLSLO,6,2,3,0
35,BLSLO,6,2,3,0
36,BLSLO,6,2,3,0
37,BLSLO,6,2,3,0
38,BLSLO,6,2,3,0
39,BLSLO,6,2,3,0
40,BLSLO,6,2,3,0
41,BLSLO,6,3,3,0
42,BLSLO,6,3,3,0
43,BLSLO,6,3,3,0
44,BLSLO,6,3,3,0
45,BLSLO,6,3,3,0
46,BLSLO,6,3,3,0
47,BLSLO,6,3,3,0
48,BLSLO,6,3,3,0
49,BLSLO,6,3,3,0
50,BLSLO,6,3,3,0
51,BLSLO,6,3,3,0
52,BLSLO,6,3,3,0
53,BLSLO,6,3,3,0
54,BLSLO,6,3,3,0
55,BLSLO,6,3,3,0
56,BLSLO,6,3,3,0
57,BLSLO,6,3,3,0
58,BLSLO,6,3,3,0
59,BLSLO,6,3,3,0
60,BLSLO,6,3,3,0
1,BLSLO,6,1,4,0
2,BLSLO,6,1,4,0
3,BLSLO,6,1,4,0
4,BLSLO,6,1,4,0
5,BLSLO,6,1,4,0
6,BLSLO,6,1,4,0
7,BLSLO,6,1,4,0
8,BLSLO,6,1,4,0
9,BLSLO,6,1,4,0
10,BLSLO,6,1,4,0
11,BLSLO,6,1,4,0
12,BLSLO,6,1,4,0
13,BLSLO,6,1,4,0
14,BLSLO,6,1,4,0
15,BLSLO,6,1,4,0
16,BLSLO,6,1,4,0
17,BLSLO,6,1,4,0
18,BLSLO,6,1,4,0
19,BLSLO,6,1,4,0
20,BLSLO,6,1,4,0
21,BLSLO,6,2,4,0
22,BLSLO,6,2,4,0
23,BLSLO,6,2,4,0
24,BLSLO,6,2,4,0
25,BLSLO,6,2,4,5
26,BLSLO,6,2,4,5
27,BLSLO,6,2,4,0
28,BLSLO,6,2,4,0
29,BLSLO,6,2,4,0
30,BLSLO,6,2,4,2
31,BLSLO,6,2,4,2
32,BLSLO,6,2,4,42
33,BLSLO,6,2,4,42
34,BLSLO,6,2,4,50
35,BLSLO,6,2,4,50
36,BLSLO,6,2,4,47
37,BLSLO,6,2,4,47
38,BLSLO,6,2,4,37
39,BLSLO,6,2,4,34
40,BLSLO,6,2,4,30
41,BLSLO,6,3,4,35
42,BLSLO,6,3,4,35
43,BLSLO,6,3,4,32
44,BLSLO,6,3,4,41
45,BLSLO,6,3,4,46
46,BLSLO,6,3,4,35
47,BLSLO,6,3,4,42
48,BLSLO,6,3,4,32
49,BLSLO,6,3,4,24
50,BLSLO,6,3,4,43
51,BLSLO,6,3,4,24
52,BLSLO,6,3,4,56
53,BLSLO,6,3,4,56
54,BLSLO,6,3,4,47
55,BLSLO,6,3,4,52
56,BLSLO,6,3,4,41
57,BLSLO,6,3,4,41
58,BLSLO,6,3,4,24
59,BLSLO,6,3,4,25
60,BLSLO,6,3,4,25
1,EGMSU,7,1,1,0
2,EGMSU,7,1,1,0
3,EGMSU,7,1,1,0
4,EGMSU,7,1,1,0
5,EGMSU,7,1,1,0
6,EGMSU,7,1,1,0
7,EGMSU,7,1,1,0
8,EGMSU,7,1,1,0
9,EGMSU,7,1,1,0
10,EGMSU,7,1,1,0
11,EGMSU,7,1,1,2
12,EGMSU,7,1,1,2
13,EGMSU,7,1,1,8
14,EGMSU,7,1,1,13
15,EGMSU,7,1,1,7
16,EGMSU,7,1,1,1
17,EGMSU,7,1,1,9
18,EGMSU,7,1,1,9
19,EGMSU,7,1,1,2
20,EGMSU,7,1,1,2
21,EGMSU,7,2,1,4
22,EGMSU,7,2,1,4
23,EGMSU,7,2,1,5
24,EGMSU,7,2,1,5
25,EGMSU,7,2,1,0
26,EGMSU,7,2,1,0
27,EGMSU,7,2,1,0
28,EGMSU,7,2,1,0
29,EGMSU,7,2,1,0
30,EGMSU,7,2,1,0
31,EGMSU,7,2,1,0
32,EGMSU,7,2,1,0
33,EGMSU,7,2,1,0
34,EGMSU,7,2,1,0
35,EGMSU,7,2,1,0
36,EGMSU,7,2,1,0
37,EGMSU,7,2,1,0
38,EGMSU,7,2,1,0
39,EGMSU,7,2,1,0
40,EGMSU,7,2,1,0
41,EGMSU,7,3,1,0
42,EGMSU,7,3,1,0
43,EGMSU,7,3,1,0
44,EGMSU,7,3,1,0
45,EGMSU,7,3,1,0
46,EGMSU,7,3,1,0
47,EGMSU,7,3,1,0
48,EGMSU,7,3,1,0
49,EGMSU,7,3,1,0
50,EGMSU,7,3,1,0
51,EGMSU,7,3,1,0
52,EGMSU,7,3,1,0
53,EGMSU,7,3,1,0
54,EGMSU,7,3,1,0
55,EGMSU,7,3,1,0
56,EGMSU,7,3,1,0
57,EGMSU,7,3,1,0
58,EGMSU,7,3,1,0
59,EGMSU,7,3,1,0
60,EGMSU,7,3,1,0
1,EGMSU,7,1,2,4
2,EGMSU,7,1,2,12
3,EGMSU,7,1,2,12
4,EGMSU,7,1,2,32
5,EGMSU,7,1,2,46
6,EGMSU,7,1,2,50
7,EGMSU,7,1,2,50
8,EGMSU,7,1,2,60
9,EGMSU,7,1,2,60
10,EGMSU,7,1,2,71
11,EGMSU,7,1,2,60
12,EGMSU,7,1,2,60
13,EGMSU,7,1,2,54
14,EGMSU,7,1,2,54
15,EGMSU,7,1,2,74
16,EGMSU,7,1,2,74
17,EGMSU,7,1,2,63
18,EGMSU,7,1,2,63
19,EGMSU,7,1,2,67
20,EGMSU,7,1,2,69
21,EGMSU,7,2,2,15
22,EGMSU,7,2,2,15
23,EGMSU,7,2,2,5
24,EGMSU,7,2,2,5
25,EGMSU,7,2,2,5
26,EGMSU,7,2,2,15
27,EGMSU,7,2,2,10
28,EGMSU,7,2,2,10
29,EGMSU,7,2,2,11
30,EGMSU,7,2,2,13
31,EGMSU,7,2,2,12
32,EGMSU,7,2,2,0
33,EGMSU,7,2,2,0
34,EGMSU,7,2,2,0
35,EGMSU,7,2,2,0
36,EGMSU,7,2,2,0
37,EGMSU,7,2,2,0
38,EGMSU,7,2,2,0
39,EGMSU,7,2,2,0
40,EGMSU,7,2,2,0
41,EGMSU,7,3,2,0
42,EGMSU,7,3,2,0
43,EGMSU,7,3,2,0
44,EGMSU,7,3,2,0
45,EGMSU,7,3,2,0
46,EGMSU,7,3,2,0
47,EGMSU,7,3,2,0
48,EGMSU,7,3,2,0
49,EGMSU,7,3,2,0
50,EGMSU,7,3,2,0
51,EGMSU,7,3,2,0
52,EGMSU,7,3,2,0
53,EGMSU,7,3,2,0
54,EGMSU,7,3,2,0
55,EGMSU,7,3,2,0
56,EGMSU,7,3,2,0
57,EGMSU,7,3,2,0
58,EGMSU,7,3,2,0
59,EGMSU,7,3,2,0
60,EGMSU,7,3,2,0
1,EGMSU,7,1,3,40
2,EGMSU,7,1,3,40
3,EGMSU,7,1,3,40
4,EGMSU,7,1,3,0
5,EGMSU,7,1,3,0
6,EGMSU,7,1,3,0
7,EGMSU,7,1,3,0
8,EGMSU,7,1,3,0
9,EGMSU,7,1,3,0
10,EGMSU,7,1,3,0
11,EGMSU,7,1,3,0
12,EGMSU,7,1,3,0
13,EGMSU,7,1,3,0
14,EGMSU,7,1,3,0
15,EGMSU,7,1,3,0
16,EGMSU,7,1,3,0
17,EGMSU,7,1,3,0
18,EGMSU,7,1,3,0
19,EGMSU,7,1,3,0
20,EGMSU,7,1,3,0
21,EGMSU,7,2,3,0
22,EGMSU,7,2,3,0
23,EGMSU,7,2,3,0
24,EGMSU,7,2,3,2
25,EGMSU,7,2,3,2
26,EGMSU,7,2,3,0
27,EGMSU,7,2,3,0
28,EGMSU,7,2,3,0
29,EGMSU,7,2,3,0
30,EGMSU,7,2,3,0
31,EGMSU,7,2,3,2
32,EGMSU,7,2,3,12
33,EGMSU,7,2,3,5
34,EGMSU,7,2,3,18
35,EGMSU,7,2,3,18
36,EGMSU,7,2,3,2
37,EGMSU,7,2,3,18
38,EGMSU,7,2,3,14
39,EGMSU,7,2,3,14
40,EGMSU,7,2,3,14
41,EGMSU,7,3,3,63
42,EGMSU,7,3,3,75
43,EGMSU,7,3,3,24
44,EGMSU,7,3,3,24
45,EGMSU,7,3,3,29
46,EGMSU,7,3,3,29
47,EGMSU,7,3,3,26
48,EGMSU,7,3,3,27
49,EGMSU,7,3,3,35
50,EGMSU,7,3,3,36
51,EGMSU,7,3,3,34
52,EGMSU,7,3,3,34
53,EGMSU,7,3,3,35
54,EGMSU,7,3,3,35
55,EGMSU,7,3,3,56
56,EGMSU,7,3,3,56
57,EGMSU,7,3,3,4
58,EGMSU,7,3,3,4
59,EGMSU,7,3,3,0
60,EGMSU,7,3,3,0
1,EGMSU,7,1,4,0
2,EGMSU,7,1,4,0
3,EGMSU,7,1,4,0
4,EGMSU,7,1,4,0
5,EGMSU,7,1,4,0
6,EGMSU,7,1,4,0
7,EGMSU,7,1,4,0
8,EGMSU,7,1,4,0
9,EGMSU,7,1,4,0
10,EGMSU,7,1,4,0
11,EGMSU,7,1,4,0
12,EGMSU,7,1,4,0
13,EGMSU,7,1,4,0
14,EGMSU,7,1,4,0
15,EGMSU,7,1,4,0
16,EGMSU,7,1,4,0
17,EGMSU,7,1,4,0
18,EGMSU,7,1,4,0
19,EGMSU,7,1,4,0
20,EGMSU,7,1,4,0
21,EGMSU,7,2,4,0
22,EGMSU,7,2,4,0
23,EGMSU,7,2,4,6
24,EGMSU,7,2,4,0
25,EGMSU,7,2,4,0
26,EGMSU,7,2,4,0
27,EGMSU,7,2,4,12
28,EGMSU,7,2,4,14
29,EGMSU,7,2,4,16
30,EGMSU,7,2,4,16
31,EGMSU,7,2,4,20
32,EGMSU,7,2,4,10
33,EGMSU,7,2,4,0
34,EGMSU,7,2,4,5
35,EGMSU,7,2,4,5
36,EGMSU,7,2,4,15
37,EGMSU,7,2,4,15
38,EGMSU,7,2,4,15
39,EGMSU,7,2,4,19
40,EGMSU,7,2,4,33
41,EGMSU,7,3,4,0
42,EGMSU,7,3,4,0
43,EGMSU,7,3,4,56
44,EGMSU,7,3,4,56
45,EGMSU,7,3,4,64
46,EGMSU,7,3,4,64
47,EGMSU,7,3,4,53
48,EGMSU,7,3,4,53
49,EGMSU,7,3,4,36
50,EGMSU,7,3,4,36
51,EGMSU,7,3,4,46
52,EGMSU,7,3,4,46
53,EGMSU,7,3,4,39
54,EGMSU,7,3,4,39
55,EGMSU,7,3,4,32
56,EGMSU,7,3,4,32
57,EGMSU,7,3,4,85
58,EGMSU,7,3,4,85
59,EGMSU,7,3,4,42
60,EGMSU,7,3,4,42
